Lambda,Centrality,Kendall_Tau,P_Value
0.0526,Degree_Centrality,0.8048226221432809,9.209467367097767e-13
0.0526,Betweenness_Centrality,0.42251324617761543,0.00031421829731113465
0.0526,PageRank_Centrality,0.5988570995049736,3.297207632523854e-08
0.0526,Closeness_Centrality,0.8206254563269689,4.44240576938664e-14
0.0526,Eigenvector_Centrality,0.8200459692631956,3.8638606694483554e-14
0.0643,Degree_Centrality,0.817699685883882,4.0899895012105036e-13
0.0643,Betweenness_Centrality,0.4482097926375587,0.00013315577902700334
0.0643,PageRank_Centrality,0.6121554238610997,1.6535492496339374e-08
0.0643,Closeness_Centrality,0.8199220930913526,4.80144727505776e-14
0.0643,Eigenvector_Centrality,0.798156494957357,1.839435678236452e-13
0.076,Degree_Centrality,0.7930301183193805,2.1784231926478173e-12
0.076,Betweenness_Centrality,0.42916598557030766,0.0002598457795648749
0.076,PageRank_Centrality,0.5920013020077556,5.0267191240214e-08
0.076,Closeness_Centrality,0.8142582043146777,7.819280880040785e-14
0.076,Eigenvector_Centrality,0.8113483979707886,8.030469889868894e-14
0.0877,Degree_Centrality,0.8015690395766127,1.167191713300271e-12
0.0877,Betweenness_Centrality,0.436898504495286,0.00019610542701588995
0.0877,PageRank_Centrality,0.5956743162956085,3.959970533781817e-08
0.0877,Closeness_Centrality,0.791567438575225,3.431808588419794e-13
0.0877,Eigenvector_Centrality,0.7722576116401565,1.0724246816696597e-12
0.0993,Degree_Centrality,0.8035825256530755,9.976671086855199e-13
0.0993,Betweenness_Centrality,0.4211001583977572,0.0003291136546162436
0.0993,PageRank_Centrality,0.5917978802573708,4.768094903200328e-08
0.0993,Closeness_Centrality,0.8418790652678112,9.724343214679211e-15
0.0993,Eigenvector_Centrality,0.8529889924186755,3.562924804903481e-15
0.111,Degree_Centrality,0.8031151906175308,1.0004224052359574e-12
0.111,Betweenness_Centrality,0.4137939316214569,0.00041429455465880326
0.111,PageRank_Centrality,0.5926295639536528,4.493045250297261e-08
0.111,Closeness_Centrality,0.8166080016291452,5.720266688804739e-14
0.111,Eigenvector_Centrality,0.8489653674097963,4.63629469411266e-15
0.1227,Degree_Centrality,0.7543411111490509,2.0707644031937006e-11
0.1227,Betweenness_Centrality,0.38250175996539587,0.0010925777356478312
0.1227,PageRank_Centrality,0.5276510022230304,1.0988743443149735e-06
0.1227,Closeness_Centrality,0.8338244013412184,1.631435740070582e-14
0.1227,Eigenvector_Centrality,0.86609975197856,1.2568776318230513e-15
0.1344,Degree_Centrality,0.7473433023802023,3.238900269795421e-11
0.1344,Betweenness_Centrality,0.38131181412216164,0.0011393484104814354
0.1344,PageRank_Centrality,0.5291335392443329,1.0385709075407299e-06
0.1344,Closeness_Centrality,0.804807307963984,1.3041872623864663e-13
0.1344,Eigenvector_Centrality,0.827800025840023,2.1547846829090947e-14
0.1461,Degree_Centrality,0.7716822861179946,7.1317818188574416e-12
0.1461,Betweenness_Centrality,0.38250175996539587,0.0010925777356478312
0.1461,PageRank_Centrality,0.5417530334628441,5.636029310527804e-07
0.1461,Closeness_Centrality,0.8031604205281043,1.4198321982963875e-13
0.1461,Eigenvector_Centrality,0.8237936582591188,2.7828706693845373e-14
0.1578,Degree_Centrality,0.7783276847342737,4.833805227746211e-12
0.1578,Betweenness_Centrality,0.3657768883616292,0.0018018392029924548
0.1578,PageRank_Centrality,0.5455954715763788,4.750174615466651e-07
0.1578,Closeness_Centrality,0.8166080016291452,5.720266688804739e-14
0.1578,Eigenvector_Centrality,0.8348551396966141,1.2966018362043978e-14
