Starting Node,Average Spreading Ability
1,3.38
2,2.68
3,3.02
4,3.53
5,3.1
6,2.96
7,3.99
8,3.24
9,3.6
10,3.0
11,4.36
12,3.29
13,3.16
14,2.98
15,3.86
16,3.63
17,3.34
18,3.33
19,3.13
20,3.56
21,3.35
22,3.38
23,3.22
24,3.15
25,4.09
26,4.04
27,2.7
28,3.04
29,3.62
30,3.18
31,2.99
32,4.08
33,3.35
34,3.35
35,2.85
36,3.23
37,3.66
38,3.47
39,2.85
40,3.66
41,3.0
42,3.21
43,3.65
44,3.79
45,3.41
46,3.04
47,3.11
48,3.45
49,3.08
50,3.14
51,2.81
52,4.13
53,3.98
54,3.15
55,2.53
56,3.97
57,2.81
58,4.08
59,2.67
60,3.61
61,3.93
62,3.5
63,3.15
64,2.34
65,3.76
66,4.35
67,2.56
68,4.2
69,2.58
70,2.72
71,3.19
72,2.83
73,2.89
74,3.41
75,3.03
76,2.95
77,3.83
78,3.97
79,3.74
80,3.21
81,3.05
82,4.31
83,2.81
84,3.23
85,3.21
86,3.0
87,2.99
88,2.7
89,3.23
90,3.68
91,3.73
92,3.38
93,3.81
94,3.28
95,4.12
96,3.31
97,4.06
98,3.18
99,2.78
100,2.85
101,4.0
102,3.38
103,4.16
104,3.61
105,3.25
106,2.85
107,3.33
108,2.94
109,3.94
110,4.26
111,3.47
112,4.34
113,3.23
114,3.33
115,3.65
116,2.51
117,2.96
118,3.23
119,2.55
120,2.62
121,3.86
122,2.83
123,3.37
124,3.78
125,3.45
126,3.02
127,2.97
128,3.58
129,2.69
130,3.7
131,3.92
132,3.98
133,2.98
134,3.24
135,4.6
136,2.33
137,3.85
138,3.58
139,3.6
140,3.23
141,3.65
142,3.08
143,2.51
144,2.56
145,2.72
146,3.0
147,3.02
148,3.3
149,3.61
150,4.11
151,3.59
152,3.13
153,4.18
154,3.95
155,3.3
156,3.38
157,2.94
158,3.55
159,3.8
160,3.29
161,4.6
162,3.13
163,3.79
164,3.43
