DIL Centrality,P Value,HCC Value,Clustering Coefficient,Betweenness Centrality,Constraint Coefficients,HVGc Index,Global Relative Change in Avg Clustering,GGC Values,Closeness Centrality,Subgraph centrality,I-GSM Values,LGC Scores,H Values,GIN Values,Local Gravity Model Centrality,Clustered Local Degree,Density Centrality,Gravity Model Centrality,Local-Global Centrality,CLC Values,Laplacian Centrality,Extended Improved Gravity Index Values,EIGSM Values,Coreness Centrality,Average Spreading Ability
0.6984645992581893,0.9999999999999999,1.0,0.0008538901239205643,1.0,0.9978049003567051,0.9999999999999998,0.05079302564975945,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0,0.9999999999999996,1.0,0.9999999999999998,1.0000000000000002,1.0,0.9999999999999996,1.0,1.0,1.0,0.23094958968347024
0.6742143964099752,0.9999999999999999,0.9871538354809432,0.612151179576415,0.35211267605633806,0.8649556406947099,0.9635271259703704,0.004169033923961255,0.8959991891607664,0.9117899309423034,0.9300411522633742,0.9222612941140089,0.9274630801103443,0.9311508108638022,0.9214205637166581,0.9257695355940494,0.9536090679275793,0.9203377904697838,0.926236849128302,0.9246889332401411,0.9167112933826584,0.9304897314375986,0.9459483611341915,0.9499709990920473,0.9381199811053378,0.18405627198124275
0.7079580089120521,0.9999999999999999,0.9960846705029561,0.27839005406791273,0.686619718309859,0.9392248723759593,0.9887648710508394,0.032953108569183126,0.9618470874806198,0.9702383604366229,0.9794238683127572,0.9748708721868353,0.9771489979282764,0.9787861150977271,0.9742637682753204,0.9760806603944072,0.987915400086242,0.973305184220902,0.9761043126989202,0.9751369383851685,0.9706853270163012,0.9776461295418639,0.9844169762330996,0.9858744221728855,0.9809478822232718,0.25439624853458387
0.6984645992581893,0.9999999999999999,1.0,0.0008538901239205643,1.0,0.9978049003567051,0.9999999999999998,0.05079302564975945,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0,0.9999999999999996,1.0,0.9999999999999998,1.0000000000000002,1.0,0.9999999999999996,1.0,1.0,1.0,0.38100820633059784
0.6984645992581893,0.9999999999999999,1.0,0.0008538901239205643,1.0,0.9978049003567051,0.9999999999999998,0.05079302564975945,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0,0.9999999999999996,1.0,0.9999999999999998,1.0000000000000002,1.0,0.9999999999999996,1.0,1.0,1.0,0.20867526377491208
0.6984645992581893,0.9999999999999999,1.0,0.0008538901239205643,1.0,0.9978049003567051,0.9999999999999998,0.05079302564975945,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0,0.9999999999999996,1.0,0.9999999999999998,1.0000000000000002,1.0,0.9999999999999996,1.0,1.0,1.0,0.26494724501758504
0.6984645992581893,0.9999999999999999,1.0,0.0008538901239205643,1.0,0.9978049003567051,0.9999999999999998,0.05079302564975945,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0,0.9999999999999996,1.0,0.9999999999999998,1.0000000000000002,1.0,0.9999999999999996,1.0,1.0,1.0,0.7022274325908558
0.6984645992581893,0.9999999999999999,1.0,0.0008538901239205643,1.0,0.9978049003567051,0.9999999999999998,0.05079302564975945,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0,0.9999999999999996,1.0,0.9999999999999998,1.0000000000000002,1.0,0.9999999999999996,1.0,1.0,1.0,0.6787807737397423
0.6984645992581893,0.9999999999999999,1.0,0.0008538901239205643,1.0,0.9978049003567051,0.9999999999999998,0.05079302564975945,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0,0.9999999999999996,1.0,0.9999999999999998,1.0000000000000002,1.0,0.9999999999999996,1.0,1.0,1.0,0.4032825322391559
0.7083003512534232,0.9999999999999999,0.9915221788374388,0.42202194247116154,0.5446009389671362,0.9076584587555061,0.975886112856702,0.007140579380401726,0.929743950593731,0.9408371256722781,0.9547325102880657,0.9481821208188297,0.9518252218516998,0.9543891304436094,0.9475629958741325,0.9506003275990405,0.9698194517588763,0.9467511141808993,0.9508981363708775,0.9497753643961186,0.9441884753945793,0.9537914691943126,0.9644919185646232,0.9672584048778154,0.9590615651078571,0.16529894490035169
0.6984645992581893,0.9999999999999999,1.0,0.0008538901239205643,1.0,0.9978049003567051,0.9999999999999998,0.05079302564975945,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0,0.9999999999999996,1.0,0.9999999999999998,1.0000000000000002,1.0,0.9999999999999996,1.0,1.0,1.0,0.6822977725674092
0.6984645992581893,0.9999999999999999,1.0,0.0008538901239205643,1.0,0.9978049003567051,0.9999999999999998,0.05079302564975945,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0,0.9999999999999996,1.0,0.9999999999999998,1.0000000000000002,1.0,0.9999999999999996,1.0,1.0,1.0,0.3528722157092615
0.6340965494120727,0.9999999999999999,0.9825913438154256,0.7638008130653304,0.210093896713615,0.8293835089751838,0.9506320808100919,0.028606668946329898,0.8641057129749052,0.8830912070776185,0.9094650205761312,0.8960431787274721,0.9025026865936205,0.9070179060217869,0.8951390258402387,0.9005794008614796,0.9356137575448655,0.8940652124977637,0.9012736599179851,0.8995253123863278,0.8900445236254768,0.9067930489731433,0.926023303465715,0.9313500359648295,0.9162336639899227,0.3200468933177022
0.7343296784394786,0.9090909090909091,0.918721854811183,0.06263775989623355,0.9166666666666667,0.9856691835787572,0.9570516583777924,0.0036811682520083424,0.9452135370740868,0.9408371256722781,0.9465020576131684,0.9436492025810583,0.9449741311500837,0.9463086662014459,0.9445965138632477,0.9462992151556722,0.9542634682846041,0.9467511141808993,0.947288062986716,0.9483261093750948,0.9517580631531284,0.9497630331753553,0.9532150680251079,0.9544260338539656,0.952448433317588,0.26963657678780784
0.7364377680992096,0.9999999999999999,0.9951786436378532,0.08351695268689241,0.9154929577464788,0.9809453155963865,0.9864991589758529,0.020667763920914312,0.9701840733745399,0.9702383604366229,0.9753086419753083,0.9723669902223722,0.9734309739317328,0.9743664567054064,0.9726251500753933,0.9737045982773549,0.9794045580757227,0.973305184220902,0.9741100010595878,0.9743166880425476,0.9747896624295058,0.9754344391785148,0.9785228144756517,0.9793427073650323,0.9773264052905053,0.3634232121922626
