Node,Relative Closeness
379,0.26550090756030037
380,0.1803797162401616
340,0.6425240312321984
361,0.43449481805126094
371,0.33361442665605356
376,0.24619487573387872
211,0.5260643804836799
332,0.4443239906156697
322,0.4805177175268621
350,0.7111029847193981
356,0.7111029847193981
341,0.7855497796242055
353,0.6323820159143678
329,0.876133230567876
333,0.5424451529050764
335,0.45056579108595757
367,0.26571048411886805
352,0.6323820159143678
362,0.43449481805126094
369,0.2937508374432743
378,0.09104447938431302
339,0.6027947797517847
355,0.7321248149079792
331,0.6434744118114641
351,0.6323820159143678
343,0.36347623943745494
220,0.42251508611900523
324,0.511311165224391
377,0.24706693388701748
330,0.42927365219537955
373,0.10018811782386847
364,0.20561469723647777
347,0.35816239211131556
325,0.335003563700471
323,0.24304019853480674
374,0.20043618275523398
328,0.4209756386760541
357,0.36415396173901177
337,0.35494439330017813
344,0.28195851120449367
334,0.3105819699131657
336,0.3105819699131657
349,0.35816239211131556
359,0.3515303391470592
375,0.29428016038485494
348,0.4013245703895121
326,0.24304019853480674
126,0.3371961185569194
346,0.35816239211131556
360,0.3224982647635389
321,0.10635495015495906
345,0.3854138040214993
366,0.26571048411886805
327,0.21911263846362142
370,0.291756884230481
372,0.3518920217433998
365,0.07873101303753467
338,0.40302354682115493
354,0.36415396173901177
363,0.10133644520159105
368,0.36446722240895635
381,0.09805064339736644
358,0.10570532041362453
342,0.08600814317613287
