feature,PC1,PC2,PC3,PC4,PC5
Degree Centrality,0.15910205138215616,0.07828533333943216,0.015018874586907994,-0.0011067786783021632,-0.09357117163242004
Betweenness Centrality,0.022645558713171497,0.1828881853497536,0.24927145886730745,0.6595494505068117,0.05179697958483373
Leverage Centrality,0.0505617134310684,0.21323861799018395,0.4569880172884302,-0.16713659159194608,-0.19951852950534307
Isolating Centrality,0.0226630153454345,0.029819094873340647,0.24804472888729012,-0.22092075105185496,0.5120539742010614
GSM,0.14957869270905547,0.11673066283296274,-0.14251047636347328,-0.0206113686383137,0.1335943424976218
H-GSM_1,0.13410928935975036,-0.1847533214786933,0.0701209347846679,0.05703846442749694,0.10681973240205311
Local-Global Centrality,0.16194391258601992,0.02383044272562669,0.002869333265616738,0.020063367270308108,-0.045925600101111075
PageRank Centrality,0.06635713490718301,0.21979751858223287,0.4760411435038101,-0.14910658978848187,-0.14791450778907705
Coreness Centrality,0.16247789544320565,-0.02997559480157595,-0.0008378118886359934,-0.0030127155253011975,-0.03242795634103915
Extended Coreness,0.16107830374357798,-0.08559771408818846,0.009796136774698646,-0.009548599107482845,0.00806609068720018
Global Relative Change in Avg Degree,0.15856015022544087,0.006035211988546448,-0.016463762487406625,0.03997591843544561,-0.06113008072227248
Global Relative Change in Avg Clustering,0.005049863288577781,0.09268993333108005,0.362564175828095,-0.2660871493521104,0.41600406502611614
Clustering Coefficient,0.08955664662982799,0.22717162569839056,-0.17653040143099133,-0.13015505811692654,-0.1753018761044065
Clustered Local Degree,0.16211968853008465,-0.02941015860507531,-0.008073393952929142,-0.017686355510847775,-0.03838287219548395
DIL Centrality,0.0727473785282792,0.1578400607860368,0.20088241414112445,0.5494356540109716,0.06912625342782006
I-GSM Values,0.1630182493649351,-0.015919930600010356,-0.015631768983351647,-0.0017269393899092007,-0.018407952550028542
Gravity Index Centrality,0.16138422018153495,-0.07957175939799152,0.011329913299218081,0.004982167826085504,0.006057835177128633
Gravity Model Centrality,0.16229052525156992,-0.05697550227952512,0.013567375234884826,0.018141244146316786,-0.0017522412823092902
Local Gravity Model Centrality,0.16090403210074142,-0.08743378818257785,0.023945145499325023,0.012144837650557776,0.007574129223499839
Laplacian Centrality,0.16249498377255872,-0.02693321635673814,0.006843355888558364,0.009182634704443828,-0.03217736341536037
Closeness Centrality,0.09924008729316997,0.2778048115787826,-0.2300523688802031,-0.003420620539628745,0.315124977323437
Semi local centrality,0.1616918015126644,-0.07424722799097577,0.005279377429239844,-0.009063858387626432,0.0017945965750831884
Eccentricity Centrality,0.0248146295070717,0.22982053066386243,-0.11988282985280725,0.13555987275023515,0.35683119750940556
Density Centrality,0.16226341172442074,-0.017311956330889496,0.0182000986856604,0.04038664884600317,-0.02684172850162198
