feature,PC1,PC2,PC3,PC4,PC5
Degree Centrality,0.15067250801795243,0.10049364803118642,0.11847301101978826,-0.026260534291333876,-0.111961438864203
Betweenness Centrality,0.11548451929371117,0.2696564743223313,0.08741043126991957,-0.08088788682816689,0.12446001049495953
Leverage Centrality,0.10986577090867794,0.10700059388579297,0.3736319075612853,-0.18980226595154137,-0.38632836886085775
Isolating Centrality,0.06401737010437843,0.2609519872149967,0.12368244056776934,-0.39034344047126246,0.5479383666506114
GSM,0.15137198113069353,-0.10352201150437865,0.03207357513811493,0.09742614492793736,0.0949570543233178
H-GSM_1,0.1378203486012183,0.1222440161819627,-0.17176063439924333,-0.2258500800348218,0.16119957763356957
Local-Global Centrality,0.15274167376084888,0.10990676664941511,0.038057369656436565,-0.015184126499544037,-0.04142062766796513
PageRank Centrality,0.13755447379288188,0.16322155986194234,0.21721444127821804,-0.07368961849782285,-0.15067184225013186
Coreness Centrality,0.15614530222608702,-0.01851962586052517,-0.05637836993009139,-0.01887357076727808,-0.07071818205392039
Extended Coreness,0.15241992941949487,-0.08348188742606383,-0.11080005602207335,0.026416695510568692,-0.011789809669018658
Global Relative Change in Avg Degree,0.14441614512782303,0.17980134528521932,-0.030013297308504727,0.062421125934938884,-0.09593120552011361
Global Relative Change in Avg Clustering,0.0017646693059505938,0.3141353966893037,0.041801980626837244,0.61504969540194,-0.05097244167050914
Clustering Coefficient,0.0011152800455048045,-0.37216713653887384,0.14778450700441556,-0.2718963982215027,0.19277782672026123
DIL Centrality,0.12581165125981034,0.2637076515033616,0.11000963704576952,0.010750748639422339,0.1189948002517763
I-GSM Values,0.15631892359483385,-0.03539881512196479,-0.010825407946029222,0.06879862040055137,0.04778311233352526
Clustered Local Degree,0.14443723666455496,-0.18058186856371447,-0.04632913173691696,0.06661985061837042,-0.020241544666201018
Gravity Index Centrality,0.15159715561409173,-0.0749217622657473,-0.13013919193564774,-0.018912857914055902,-0.07090977773782435
Gravity Model Centrality,0.1534388001250243,0.09927738367496258,-0.0370656971035603,-0.023287089484884522,-0.007178094823563563
Local Gravity Model Centrality,0.15040720009281108,0.11172944357437552,-0.09966487055642605,-0.06435901230593997,0.01220222061575936
Laplacian Centrality,0.1550914985205718,0.07317533622159651,-0.020326291602402694,-0.00796123532454704,0.01355077107485529
Closeness Centrality,0.14478162040214893,-0.08806759889700519,0.11184387258951634,0.14677495429128354,0.12685740579834232
Semi local centrality,0.15388747089665214,-0.07303472652872449,-0.07281537157483205,0.07842369955064492,0.01799298194364803
Eccentricity Centrality,0.12663438776832064,-0.17333566535369668,-0.0010755460047876199,-0.0695224372444359,-0.06335102018654039
Density Centrality,0.14836843941779398,0.15392936630347986,-0.01275921487771324,-0.021890757757314343,0.031157223012585833
MDD Value,0.1524689400464891,0.030444066912975347,0.13298686925338152,-0.019361856921184348,-0.11894064954768509
EHCC Value,0.1562106482387044,-0.02609776695989366,-0.041065299310230376,0.048873528312771405,0.0031783793182982144
HCC Value,0.14509790136459175,-0.14814071379618995,0.0875063269478145,0.12394954622240163,0.14200966583865385
P Value,0.12596727388500772,-0.21771292035895537,0.15162610952446773,0.16924135430021522,0.2566776672791813
Extended Degree,0.15658068321816487,-0.03368908281689371,-0.0008770674194008728,0.047499171916538185,-0.029750166828777593
Eigenvector Centrality,0.14622473583336387,-0.10208425630980575,-0.1806063606526488,1.3996152062599118e-05,0.012016495920039085
CLC Values,0.15241196287327666,0.0885485852364676,-0.03690847274076806,0.058147371084908916,0.05418373426653504
Centrality Values,0.15641441131719966,0.0184342128030283,-0.0022657143074328134,0.053987731788555496,-0.00041091419540851583
Constraint Coefficients,0.11940069940919562,-0.08882196127310014,0.4011871679443186,-0.09452747154173176,-0.013290831648162584
HVGc Index,0.1481092023125247,0.0019445362059329774,-0.2038476519129017,-0.0688173753174342,-0.06679372165069436
PE Values,0.1558555616196503,0.03224668478489156,0.03977394790038358,0.04949618498809255,0.001783226915302092
H Values,0.1442806608618132,0.006233556878285231,-0.24432150845326134,-0.1514182494975239,-0.022109678131993334
Volume Centrality,0.129280659555171,-0.16205890513028262,0.10325447855365667,0.2945873313531569,0.33790527350988614
GIN Values,0.1537767779705357,-0.0527566162752956,0.0542793202105775,0.10843170247699586,0.10631153380289378
LGC Scores,0.15066715432035804,0.0737962803087903,-0.14674652319738649,-0.059352216138305894,0.050632818318870926
DNC Scores,0.15073515786718403,0.10184354537702586,0.0911304569663769,-0.022675852941572542,-0.14210800718455674
EIGSM Values,0.15556592278342576,-0.04556484943705538,-0.06366996883014972,0.05375297189782003,-0.006681266561038577
Societal Capital Scores,0.15637621832163717,-0.04040598317426912,-0.006945290793668948,0.05109795818983168,-0.02547232729840664
Improved Gravity Index Values,0.15099717293273487,-0.09489806443555565,-0.11460832505028097,0.01204126316286681,-0.07747291062225029
Extended Improved Gravity Index Values,0.15056644567538174,-0.08664423009391237,-0.14262000805272068,0.024663249626711972,-0.01014664526988883
Node H-Index,0.14349959940752743,-0.14490772425479764,0.10178108704095416,-0.05252024481993986,-0.2169894439348028
MCGM Values,0.1515011192448349,-0.010165877452529202,-0.17460527658289396,-0.060297961071246985,-0.012991678482776818
GGC Values,0.1343406702264926,0.23950232178935837,0.027866903936780332,0.026363295306411946,0.1035500799854783
Subgraph centrality,0.1439289593744254,-0.026723636236930866,-0.2467614895680012,-0.12160389993379295,-0.07351664236397666
Second order centrality,0.12847373609713167,-0.13955128532144373,0.33109462483772817,-0.0197175990908564,0.004009359762616029
K-Shell Value,0.1412627250697231,-0.1717256649765034,0.048731766408425053,-0.09047613271945751,-0.19380456859226824
