Starting Node,Average Spreading Ability,Rank
114,16.87,1.0
271,15.63,2.0
17,15.34,3.0
62,15.15,4.0
47,14.93,5.0
53,13.96,6.0
60,13.87,7.0
43,13.78,8.0
61,13.74,9.0
21,13.65,10.0
50,13.55,11.0
55,13.23,12.0
56,12.91,13.0
318,12.88,14.0
112,12.67,15.0
58,12.62,16.0
167,12.52,17.0
273,12.49,18.0
115,12.41,19.0
10,12.39,20.0
181,12.28,21.0
220,12.25,22.0
32,12.25,22.0
51,12.24,23.0
128,12.24,23.0
41,12.19,24.0
107,12.12,25.0
34,12.09,26.0
264,12.06,27.0
52,11.98,28.0
38,11.88,29.0
255,11.83,30.0
7,11.66,31.0
102,11.47,32.0
265,11.45,33.0
113,11.33,34.0
30,11.32,35.0
148,11.27,36.0
20,11.18,37.0
394,11.07,38.0
151,11.01,39.0
299,10.99,40.0
42,10.98,41.0
110,10.93,42.0
84,10.9,43.0
363,10.86,44.0
16,10.82,45.0
185,10.81,46.0
57,10.77,47.0
159,10.76,48.0
297,10.73,49.0
104,10.7,50.0
253,10.62,51.0
164,10.59,52.0
49,10.5,53.0
183,10.5,53.0
292,10.46,54.0
135,10.45,55.0
105,10.41,56.0
54,10.4,57.0
59,10.4,57.0
236,10.37,58.0
111,10.32,59.0
63,10.27,60.0
22,10.26,61.0
44,10.21,62.0
37,10.18,63.0
193,10.09,64.0
46,10.0,65.0
266,10.0,65.0
127,9.93,66.0
68,9.86,67.0
65,9.79,68.0
275,9.79,68.0
282,9.78,69.0
228,9.67,70.0
25,9.64,71.0
28,9.64,71.0
168,9.48,72.0
307,9.39,73.0
179,9.38,74.0
294,9.36,75.0
256,9.35,76.0
368,9.29,77.0
154,9.1,78.0
23,9.09,79.0
329,9.08,80.0
232,9.06,81.0
99,9.05,82.0
18,9.03,83.0
340,8.98,84.0
263,8.97,85.0
158,8.9,86.0
406,8.9,86.0
296,8.88,87.0
267,8.87,88.0
26,8.84,89.0
48,8.84,89.0
270,8.81,90.0
134,8.8,91.0
281,8.56,92.0
106,8.55,93.0
268,8.53,94.0
66,8.48,95.0
277,8.42,96.0
370,8.39,97.0
279,8.38,98.0
96,8.34,99.0
417,8.33,100.0
198,8.29,101.0
195,8.26,102.0
317,8.25,103.0
331,8.23,104.0
14,8.22,105.0
429,8.22,105.0
272,8.21,106.0
200,8.21,106.0
252,8.18,107.0
248,8.17,108.0
173,8.15,109.0
223,8.14,110.0
95,8.11,111.0
257,8.1,112.0
323,8.08,113.0
407,8.08,113.0
40,7.99,114.0
386,7.97,115.0
373,7.9,116.0
97,7.86,117.0
284,7.84,118.0
6,7.83,119.0
303,7.82,120.0
366,7.77,121.0
240,7.77,121.0
161,7.75,122.0
98,7.74,123.0
289,7.74,123.0
141,7.69,124.0
237,7.67,125.0
280,7.67,125.0
251,7.59,126.0
176,7.58,127.0
467,7.55,128.0
372,7.53,129.0
254,7.49,130.0
288,7.48,131.0
285,7.45,132.0
12,7.44,133.0
384,7.42,134.0
177,7.42,134.0
464,7.42,134.0
184,7.41,135.0
269,7.38,136.0
378,7.35,137.0
325,7.33,138.0
302,7.32,139.0
36,7.32,139.0
300,7.32,139.0
274,7.31,140.0
201,7.29,141.0
401,7.27,142.0
293,7.25,143.0
398,7.22,144.0
314,7.21,145.0
15,7.2,146.0
362,7.2,146.0
186,7.16,147.0
138,7.15,148.0
8,7.14,149.0
150,7.08,150.0
436,7.03,151.0
108,6.97,152.0
330,6.96,153.0
27,6.92,154.0
283,6.92,154.0
121,6.91,155.0
345,6.86,156.0
174,6.85,157.0
291,6.84,158.0
219,6.84,158.0
309,6.82,159.0
207,6.82,159.0
286,6.81,160.0
31,6.8,161.0
352,6.78,162.0
259,6.76,163.0
209,6.72,164.0
39,6.7,165.0
33,6.68,166.0
400,6.67,167.0
11,6.67,167.0
169,6.62,168.0
419,6.62,168.0
215,6.57,169.0
301,6.56,170.0
78,6.55,171.0
129,6.53,172.0
350,6.53,172.0
234,6.52,173.0
278,6.52,173.0
196,6.51,174.0
392,6.51,174.0
409,6.46,175.0
410,6.45,176.0
460,6.45,176.0
462,6.41,177.0
322,6.41,177.0
213,6.4,178.0
225,6.4,178.0
204,6.39,179.0
298,6.39,179.0
261,6.36,180.0
469,6.36,180.0
175,6.35,181.0
229,6.35,181.0
189,6.33,182.0
109,6.32,183.0
426,6.29,184.0
190,6.26,185.0
367,6.25,186.0
64,6.23,187.0
19,6.22,188.0
35,6.22,188.0
143,6.19,189.0
140,6.18,190.0
144,6.16,191.0
399,6.14,192.0
427,6.12,193.0
348,6.09,194.0
13,6.06,195.0
205,6.05,196.0
126,6.05,196.0
130,6.04,197.0
218,6.01,198.0
182,6.01,198.0
446,5.99,199.0
287,5.97,200.0
249,5.97,200.0
155,5.96,201.0
147,5.95,202.0
45,5.94,203.0
328,5.92,204.0
171,5.92,204.0
93,5.91,205.0
304,5.89,206.0
221,5.89,206.0
199,5.88,207.0
414,5.86,208.0
133,5.86,208.0
320,5.86,208.0
428,5.84,209.0
149,5.83,210.0
290,5.8,211.0
434,5.78,212.0
203,5.78,212.0
415,5.77,213.0
250,5.75,214.0
346,5.75,214.0
136,5.75,214.0
212,5.72,215.0
260,5.71,216.0
83,5.69,217.0
153,5.69,217.0
163,5.68,218.0
306,5.67,219.0
194,5.67,219.0
188,5.66,220.0
101,5.62,221.0
451,5.6,222.0
455,5.56,223.0
178,5.55,224.0
24,5.54,225.0
342,5.54,225.0
355,5.54,225.0
327,5.53,226.0
365,5.53,226.0
166,5.52,227.0
9,5.52,227.0
139,5.51,228.0
412,5.49,229.0
142,5.48,230.0
74,5.47,231.0
137,5.45,232.0
258,5.44,233.0
217,5.44,233.0
222,5.41,234.0
402,5.41,234.0
90,5.39,235.0
172,5.37,236.0
82,5.37,236.0
100,5.36,237.0
381,5.35,238.0
316,5.35,238.0
73,5.35,238.0
333,5.34,239.0
465,5.34,239.0
421,5.31,240.0
347,5.26,241.0
311,5.25,242.0
430,5.23,243.0
473,5.22,244.0
315,5.22,244.0
262,5.19,245.0
425,5.17,246.0
431,5.14,247.0
319,5.14,247.0
124,5.14,247.0
276,5.13,248.0
404,5.11,249.0
242,5.1,250.0
423,5.09,251.0
395,5.09,251.0
180,5.09,251.0
374,5.08,252.0
468,5.08,252.0
226,5.07,253.0
197,5.05,254.0
308,5.02,255.0
312,5.01,256.0
29,5.01,256.0
354,5.01,256.0
119,4.99,257.0
244,4.98,258.0
208,4.97,259.0
1,4.95,260.0
230,4.94,261.0
364,4.92,262.0
247,4.9,263.0
337,4.9,263.0
187,4.88,264.0
424,4.87,265.0
191,4.85,266.0
305,4.82,267.0
422,4.81,268.0
103,4.8,269.0
452,4.79,270.0
75,4.77,271.0
408,4.74,272.0
403,4.71,273.0
377,4.7,274.0
131,4.68,275.0
441,4.68,275.0
224,4.61,276.0
438,4.61,276.0
371,4.59,277.0
477,4.54,278.0
238,4.53,279.0
471,4.52,280.0
485,4.52,280.0
432,4.52,280.0
359,4.51,281.0
162,4.5,282.0
336,4.5,282.0
243,4.49,283.0
349,4.49,283.0
170,4.49,283.0
356,4.47,284.0
461,4.47,284.0
361,4.46,285.0
202,4.45,286.0
