Gravity Model Centrality,Subgraph centrality,Density Centrality,PE Values,DNC Scores,Degree Centrality,MCGM Values,LGC Scores,Global Relative Change in Avg Degree,GGC Values,Semi local centrality,CLC Values,DIL Centrality,H Values,Isolating Centrality,Betweenness Centrality,Global Relative Change in Avg Clustering,P Value,Eigenvector Centrality,Constraint Coefficients,HCC Value,Leverage Centrality,Node H-Index,Clustering Coefficient,MDD Value,Average Spreading Ability
0.14822756225665668,0.10167526237663371,0.05046728970825051,0.2166736587999436,0.1111111111111111,0.11111109829629594,0.12783650527390877,0.0733591876609728,0.057489512640971296,0.09280729017586178,0.2967032967032967,0.2967032967032967,0.01949465218925338,0.07497295644947269,0.0,0.005960485284000299,0.0,0.6711409395973155,0.29989182648257484,0.5555555555555556,0.46966563247646975,0.35913591342978857,0.25,0.0,0.16666666666666666,0.6097606581899777
0.9999999999999999,0.8890017518454735,0.7831775702398045,0.9647063385467861,0.7999999999999998,0.777777803407408,1.0,0.9999999999999999,0.7643724549597671,1.0,1.0,1.0,1.0,1.0,0.0,0.6717758637418226,0.08185706027020925,0.9664429530201342,1.0,0.9722222222222223,1.0,0.8027418123957681,1.0,0.0,0.7666666666666666,1.0
0.11974077915943332,0.0764034594930979,0.03551401868706487,0.18170269726819946,0.1111111111111111,0.11111109829629594,0.07417909436837565,0.03274223630066018,0.057489512640971296,0.06164895226301989,0.17582417582417584,0.17582417582417584,0.018468617863503206,0.0506764291196571,0.0,0.00020340514724598852,0.0,0.4563758389261745,0.20270571716331248,0.5555555555555556,0.3048948638076273,0.45154515411370844,0.25,0.0,0.16666666666666666,0.5314136125654452
0.5077599979252926,0.5050998170023493,0.31775700948217067,0.5187433634308775,0.5074074074444443,0.44444450851852013,0.416809611258261,0.4051037626927973,0.4109310605998934,0.34002685152204615,0.6556776556776557,0.5922359344322344,0.2482096960164984,0.34516397506066043,0.0,0.4478173226100521,0.0,0.9261744966442953,0.5522623603709303,0.8497777777777777,0.8236814891172859,0.609876372216844,0.75,0.1,0.4666666666666667,0.893605086013463
0.25094063199141575,0.2224485520930675,0.11962616823997906,0.35043024243035203,0.2222222222222222,0.22222219659259185,0.2202149700914654,0.15908305949455778,0.175303361960612,0.1979341108810402,0.4249084249084249,0.4249084249084249,0.0813531216414716,0.1556712159758758,0.0,0.036545113852768665,0.0,0.959731543624161,0.4151232430587915,0.7407407411111111,0.7120820405293384,0.3960396036241545,0.5,0.0,0.33333333333333337,0.7658937920718025
0.5707745809671967,0.49425351976216947,0.4280373831341757,0.5592676051086853,0.5555555555555556,0.5555556068148161,0.3949574314005425,0.39285749528799946,0.5287447563204857,0.5111301796080748,0.5695970695970697,0.5695970695970697,0.40748220363161847,0.3014153121460371,0.6000000000000001,0.10782692398914777,0.0,0.7919463087248322,0.48226449861203846,0.9259259255555556,0.7400896243993977,0.7755275526954923,0.5,0.0,0.5833333333333334,0.6639865370231863
0.5562397863568742,0.4289435200852607,0.34579439247065874,0.6020127751523594,0.46825396822222215,0.44444450851852013,0.5232906673129457,0.478610971313538,0.4109310605998934,0.5042547823097506,0.7161172161172161,0.7161172161172161,0.32153694913608355,0.40441076181482283,0.0,0.18258539103915974,0.114015195393396,0.9530201342281879,0.6470572186298429,0.888888888888889,0.8378145468550076,0.6214275268691656,0.5,0.0,0.5166666666666666,0.9762528047868362
0.4931992124581439,0.48178076746413934,0.2803738316942266,0.48724148035104964,0.49999999999999994,0.44444450851852013,0.3712615225239453,0.30957103525859264,0.4109310605998934,0.29957216683878335,0.5714285714285715,0.5160042104395605,0.22866618505764574,0.3493752816824689,0.0,0.8152534657238869,0.34514350579063313,0.959731543624161,0.5590004517874447,0.8293209877777779,0.8025680796241667,0.6599313775584227,0.5,0.1,0.4666666666666667,0.9109947643979059
0.5441227064835741,0.49071852899162105,0.34579439247065874,0.6401469198627321,0.44973544977777774,0.44444450851852013,0.6005351890134822,0.520885757423251,0.4109310605998934,0.5389576510164164,0.7765567765567766,0.7765567765567766,0.36406362899174016,0.48059429044873164,0.0,0.13349998168806887,0.011693864031788079,0.959731543624161,0.7689508636224759,0.888888888888889,0.8801275421597248,0.5581712014298841,0.75,0.0,0.5166666666666666,0.9457741211667914
0.1665461059838493,0.11484576549597161,0.061682242997637735,0.27093844684509694,0.1111111111111111,0.11111109829629594,0.1387176118197782,0.10881514155737786,0.057489512640971296,0.1190582640720434,0.3443223443223443,0.3443223443223443,0.021957134571053808,0.07147856271011688,0.0,0.15007769074180075,0.0,0.825503355704698,0.28591425220983574,0.5555555555555556,0.5897104445436712,0.21062106215736426,0.25,0.0,0.16666666666666666,0.5807778608825729
0.35169257784773555,0.33265869300042394,0.21495327103528444,0.4513346618989849,0.3373015873333333,0.33333341022222424,0.33776371331641375,0.27973000976938334,0.29311721128025275,0.32721982616369893,0.5604395604395604,0.5604395604395604,0.1792335391105094,0.2565260735023955,0.0,0.035814634206408125,0.0073086725496754965,0.9395973154362416,0.513052147004791,0.8333333333333334,0.7661151328048431,0.5285528547991531,0.5,0.0,0.45000000000000007,0.755422587883321
0.42975025004902345,0.5162138941731372,0.2897196262587026,0.46850427048008797,0.49629629633333333,0.44444450851852013,0.2664681593594713,0.283993013410699,0.4109310605998934,0.2323448600889889,0.5073260073260074,0.41337143424908424,0.18449074355663495,0.22518919906999518,0.0,0.055837745769964864,0.3860720359257378,0.8322147651006712,0.36030271933361324,0.8007777777777778,0.7354360565624659,0.6325132508284641,0.75,0.2,0.5166666666666666,0.6679132385938669
0.3166590570432047,0.3304568959208736,0.17009345794822953,0.3259741402074147,0.3925925925555555,0.33333341022222424,0.202835382908879,0.1517905602099924,0.29311721128025275,0.13709060752671615,0.37179487179487175,0.31303055036630034,0.1059453729737706,0.18417714770385346,0.0,0.18013582076151308,0.30421497565552846,0.9194630872483222,0.3683542950653649,0.7487654322222222,0.6908824541877508,0.6110611055830633,0.5,0.166666667,0.4,0.5772251308900525
0.12319346744099083,0.08104245578655603,0.03925233644236128,0.14721263644387944,0.12222222222222223,0.11111109829629594,0.06228451381892296,0.035396745512497906,0.057489512640971296,0.055736495971758615,0.16666666666666669,0.16666666666666669,0.018879031593803275,0.037955667344326836,0.0,0.019336939973912597,0.040928530135104634,0.3422818791946309,0.15182266937730735,0.5555555555555556,0.2577559464390522,0.418541854215986,0.25,0.0,0.16666666666666666,0.4323111443530292
0.4489358801259944,0.5161180812119096,0.2897196262587026,0.4889522785998913,0.49629629633333333,0.44444450851852013,0.25737248640229854,0.2925190206933302,0.4109310605998934,0.23644953180122183,0.5164835164835165,0.4208689686813187,0.18449074355663495,0.2089689873342805,0.0,0.4691349220278993,0.3860720359257378,0.8322147651006712,0.3343503786393542,0.8007777777777778,0.7354360565624659,0.6325132508284641,0.75,0.2,0.5166666666666666,0.6710919970082274
0.26958553542778046,0.22558656793248497,0.15514018692704393,0.27418884768617996,0.3333333333333333,0.33333341022222424,0.11949164495562237,0.07921094960379724,0.29311721128025275,0.16475161812320632,0.22893772893772896,0.22893772893772896,0.12066163670822092,0.09831968500904557,0.0,0.03336155354960737,0.0,0.4899328859060403,0.19663936933340703,0.8333333333333334,0.4001206481178452,0.7320732070562304,0.25,0.0,0.29999999999999993,0.5880703066566941
0.33942844018323937,0.3080533836446635,0.18504672899291316,0.40502936786469834,0.3444444444444444,0.33333341022222424,0.265667020648827,0.18278614918539132,0.29311721128025275,0.24913560146593164,0.43772893772893773,0.43772893772893773,0.1681523683924075,0.23409899159394684,0.0,0.09585523336346292,0.040928530135104634,0.9664429530201342,0.46819798387257777,0.8333333333333334,0.728541882185526,0.5780578056853408,0.5,0.0,0.4,0.6484667165295439
0.18763350166998408,0.16511284928474337,0.091588785040009,0.21533521427148095,0.2222222222222222,0.22222219659259185,0.08385382253214443,0.06034321126538185,0.175303361960612,0.11684359076267486,0.2032967032967033,0.2032967032967033,0.06175749465624087,0.06000728046530869,0.0,0.011079985060730343,0.0,0.4563758389261745,0.1600194145741565,0.7407407411111111,0.36952774925392573,0.5824582454868853,0.25,0.0,0.2333333333333333,0.5093492894540015
0.2969003851813596,0.2573234682642541,0.18504672899291316,0.31431873666690974,0.35555555555555557,0.33333341022222424,0.16466162257210007,0.14662956274608485,0.29311721128025275,0.21388761396066897,0.32783882783882784,0.32783882783882784,0.1314789700048206,0.10852096192054791,0.4,0.012864759515461382,0.08185706027020925,0.6711409395973155,0.24804791217875627,0.8333333333333334,0.5472250950120279,0.6748674868638745,0.25,0.0,0.4,0.5695587135377711
0.3216852822039964,0.2688804174891858,0.18504672899291316,0.35889113393277444,0.3444444444444444,0.33333341022222424,0.18352714400395964,0.1623987289933588,0.29311721128025275,0.23770931874234988,0.35531135531135527,0.35531135531135527,0.1499475878683238,0.13878150230934913,0.0,0.08234244983659987,0.040928530135104634,0.7248322147651006,0.2775630039340142,0.8333333333333334,0.588417787046741,0.6286628661753799,0.25,0.0,0.4,0.7933807030665669
0.05244953405474907,0.021877045246184307,0.007476635510592815,0.12005912123182684,0.0,0.0,0.027287650524112084,0.02091042758321245,0.0,0.026277730820848284,0.13369963369963372,0.13369963369963372,0.0,0.015031433046703931,0.0,0.0,0.0,0.31543624161073824,0.12025146300426322,0.0,0.21776973452281123,0.07200720078494982,0.0,0.0,0.0,0.38537771129394166
0.1127918878269084,0.07860240184860376,0.03925233644236128,0.13981928804397695,0.1111111111111111,0.11111109829629594,0.040766379713464286,0.031153477999151347,0.057489512640971296,0.05974772253847985,0.14652014652014653,0.14652014652014653,0.015048503441599855,0.024041936784364393,0.2,0.007023608896432262,0.0,0.31543624161073824,0.12822366193703127,0.5555555555555556,0.24362288870133064,0.509300930147594,0.0,0.0,0.11666666666666667,0.24065071054599851
0.7769627648454137,0.760607992252539,0.5794392523529192,0.7956302847089284,0.7148148147777778,0.666666705111112,0.7252523722033697,0.6926196749459723,0.6465586056401263,0.665224821281524,0.8498168498168499,0.8097867560439561,0.6056664338865655,0.7194799384842542,0.0,0.13430169323375438,0.06741417780912587,0.9463087248322147,0.8222627872303958,0.9296485255555555,0.9247673213829078,0.7546754675490421,0.75,0.047619048,0.65,0.9285714285714286
0.3442808779597455,0.33433808507928675,0.18504672899291316,0.3790445946677231,0.36296296299999997,0.33333341022222424,0.17140083902681585,0.1818585511708458,0.29311721128025275,0.1758192430307874,0.3864468864468864,0.325433213003663,0.1214042901210457,0.11856410127861691,0.0,0.11379216632901108,0.2428221744290252,0.5503355704697986,0.23712820289957587,0.7637152777777778,0.5224060667250546,0.553305330242247,0.5,0.166666667,0.4,0.6447270007479431
0.13820889348754894,0.09084361193802873,0.0467289719529541,0.21115872981112008,0.1111111111111111,0.11111109829629594,0.08919738125591709,0.053080316172770065,0.057489512640971296,0.08105067706221065,0.22527472527472528,0.22527472527472528,0.02093110024530363,0.05259345495198362,0.0,0.0023560440077024063,0.0,0.49664429530201337,0.2103738204926186,0.5555555555555556,0.3648741814169939,0.3030303028412841,0.25,0.0,0.16666666666666666,0.5774121166791324
0.24671140972654884,0.1913276254931833,0.12523364486117464,0.31955272849751604,0.22619047622222221,0.22222219659259185,0.1905746818553572,0.15719825927351314,0.175303361960612,0.19117941813328607,0.4029304029304029,0.4029304029304029,0.07478650195667044,0.1219627561514883,0.0,0.02485564604626087,0.0073086725496754965,0.8926174496644296,0.32523401503460053,0.7407407411111111,0.6638228198907593,0.450495049460347,0.25,0.0,0.2833333333333333,0.7236350037397159
0.15955181575707508,0.09143112976390377,0.0467289719529541,0.19284575360023976,0.12222222222222223,0.11111109829629594,0.07274677157150118,0.054382900618727616,0.057489512640971296,0.07783594515498768,0.2197802197802198,0.2197802197802198,0.02093110024530363,0.03841777605988403,0.0,0.811780570711902,0.040928530135104634,0.7583892617449665,0.15367110560890435,0.5555555555555556,0.5026714926373129,0.3030303028412841,0.25,0.0,0.16666666666666666,0.5699326851159312
0.21303838252258198,0.22035954624468077,0.09719626168470259,0.22095987571256864,0.25185185188888887,0.22222219659259185,0.12161693852038492,0.08203321590337193,0.175303361960612,0.06137038412080045,0.2564102564102564,0.18061093644688647,0.04268302795120741,0.09436033204298494,0.0,0.003888009194029304,0.34514350579063313,0.8926174496644296,0.2516275530275387,0.616975308888889,0.6250430886229803,0.4762976295568022,0.5,0.333333333,0.2833333333333333,0.6017202692595363
0.27891894062860756,0.2297476645439275,0.15514018692704393,0.311998410209697,0.3333333333333333,0.33333341022222424,0.15278317620325724,0.1042758321244955,0.29311721128025275,0.1852604470065781,0.26190476190476186,0.26190476190476186,0.1037760432095658,0.10512612963909844,0.4,0.034206701936414445,0.0,0.6711409395973155,0.2803363470736308,0.8333333333333334,0.49551878665498905,0.7672767275477944,0.25,0.0,0.35,0.468586387434555
0.3879120120972363,0.32942961132454107,0.2616822430352346,0.3919984898440017,0.4444444444444445,0.44444450851852013,0.1403650802735553,0.14960971806941198,0.4109310605998934,0.2719413183750411,0.30769230769230765,0.30769230769230765,0.2123207031692644,0.08248915764359355,0.5,0.1578788212814611,0.0,0.8120805369127516,0.14664739136638855,0.888888888888889,0.6343502237668542,0.7881788176447349,0.5,0.0,0.4666666666666667,0.5719895287958114
0.2839956634691268,0.33880398910733134,0.17757009348232036,0.3304329373276211,0.3777777777777778,0.33333341022222424,0.14104905395613127,0.1502018019084836,0.29311721128025275,0.14704658934672174,0.3663003663003663,0.30837955183150184,0.11186705678494552,0.1032147536489295,0.0,0.06741133825710607,0.12003658402371128,0.7919463087248322,0.20642950592849077,0.7722222222222223,0.6366770076853202,0.5780578056853408,0.5,0.166666667,0.4,0.5719895287958114
0.16382324492454062,0.14784225564125716,0.08598130841881338,0.15806566101812095,0.24444444444444446,0.22222219659259185,0.06187159043482637,0.04494903144951992,0.175303361960612,0.08084913507886785,0.15934065934065936,0.15934065934065936,0.049249647636008545,0.03246649641375332,0.30000000000000004,0.016585178178224837,0.08185706027020925,0.2080536912751678,0.10389278742851603,0.7407407411111111,0.21294381245895333,0.6710171015177211,0.25,0.0,0.2333333333333333,0.2954375467464473
