Node,Score,Rank
7,0.315781076,1.0
15,0.300560928,2.0
21,0.285003105,3.0
13,0.281097017,4.0
18,0.217690513,5.0
4,0.211761095,6.0
49,0.210680209,7.0
11,0.207993169,8.0
9,0.207872631,9.0
52,0.207349617,10.0
20,0.202493001,11.0
16,0.196616539,12.0
12,0.19321181,13.0
17,0.19033796,14.0
27,0.184477873,15.0
8,0.164174911,16.0
43,0.143102217,17.0
14,0.138827251,18.0
25,0.132765506,19.0
19,0.129563591,20.0
2,0.128503519,21.0
23,0.111818657,22.0
44,0.087362023,23.0
5,0.080950683,24.0
6,0.080371958,25.0
10,0.079334476,26.0
46,0.07780213,27.0
1,0.075253464,28.0
28,0.068226972,29.0
22,0.052109344,30.0
47,0.051991172,31.0
24,0.04290802,32.0
30,0.042091441,33.0
26,0.040750651,34.0
3,0.039757133,35.0
59,0.039075861,36.0
48,0.033686655,37.0
62,0.029716245,38.0
58,0.029437314,39.0
51,0.029287057,40.0
50,0.029287057,40.0
61,0.027332062,41.0
60,0.023429567,42.0
42,0.023022377,43.0
45,0.020875971,44.0
39,0.020682546,45.0
29,0.017534968,46.0
38,0.017401974,47.0
36,0.016326687,48.0
41,0.015262103,49.0
33,0.015030415,50.0
32,0.01222017,51.0
31,0.01221198,52.0
40,0.008949192,53.0
53,0.006572752,54.0
35,0.005952326,55.0
54,0.003864344,56.0
55,0.002612314,57.0
34,0.002438238,58.0
37,0.002438238,58.0
56,0.002419847,59.0
57,0.000537438,60.0
