Degree Centrality,Betweenness Centrality,Closeness Centrality,Average Spreading Ability
0.020588235377612462,0.0072292533686513566,0.008517219881627767,0.02023312073894876
0.023529411796262983,0.056963355202807764,0.008927229543362091,0.023385382303350195
0.023529411796262983,0.0060081537256255575,0.008517219881627767,0.020966204823693286
0.0029411765304152254,0.000301305345732044,0.005961677679187291,0.0027124111135547247
0.02941176474532873,0.029252612500468206,0.009786299164986741,0.0198665786965765
0.011764705898131493,0.0009962304992356997,0.006994325093385637,0.010776336045744447
0.011764705898131493,0.003679770026008649,0.007358496695125125,0.012902279891503558
0.01764705884719724,0.010897933257341265,0.008119448946733198,0.018986877794883075
0.011764705898131493,0.0037627683184193773,0.007358496695125125,0.010922952862693352
0.03529411769439447,0.05472125765505246,0.010701700701783865,0.022578989810131227
0.0882352942359862,0.3867611239877909,0.022772221561524066,0.0467707646067004
0.02941176474532873,0.027170387828325687,0.009786299164986741,0.01979327028810205
0.020588235377612462,0.012038454790508945,0.008517219881627767,0.020966204823693286
0.0,0.0009847894297683186,0.0,0.0
0.0029411765304152254,0.004940221769197716,0.0011956117434562758,0.006084597903379519
0.005882352949065746,0.0,0.006296332454956964,0.012609046257605748
0.0029411765304152254,0.0004373477706168148,0.005636069148335249,0.010776336045744447
0.005882352949065746,0.0007604495234580486,0.005961677679187291,0.014515064877941504
0.0029411765304152254,0.0004373477706168148,0.005636069148335249,0.008063924932189725
0.04411764717387545,0.061258656810426464,0.008927229543362091,0.030862839967744308
0.01764705884719724,0.0099079479875081,0.007358496695125125,0.019353419837255338
0.0764705883378547,0.23234959529931087,0.018511215060589576,0.0324023165457078
0.011764705898131493,0.0031901231439194397,0.006640413407377149,0.014881606920313761
0.01764705884719724,0.007635764538297521,0.007358496695125125,0.019280111428780885
0.008823529479480972,0.0019197271874827667,0.006296332454956964,0.013122205116926916
0.008823529479480972,0.0008232754636869602,0.006296332454956964,0.021112821640642186
0.005882352949065746,0.00025784654443774125,0.005961677679187291,0.009969943552525475
0.011764705898131493,0.0026033259774964294,0.006640413407377149,0.014441756469467049
0.011764705898131493,0.002277232783621139,0.006640413407377149,0.012389121032182393
0.0029411765304152254,0.015751211302787206,0.005961677679187291,0.010409794003372188
0.0029411765304152254,0.014846111863329311,0.005961677679187291,0.011729345355912326
0.011764705898131493,0.003534984961381978,0.006296332454956964,0.010629719228795543
0.014705882428546715,0.004342312887103784,0.006994325093385637,0.01730078439997068
0.01764705884719724,0.006283914845185244,0.007358496695125125,0.016421083498277256
0.005882352949065746,0.0006176667027733068,0.005961677679187291,0.008723700608459792
0.0029411765304152254,0.0005578333392811978,0.005636069148335249,0.00931016787625541
0.01764705884719724,0.00671471756087447,0.007358496695125125,0.016054541455904996
0.008823529479480972,0.0018438667868332541,0.006296332454956964,0.017520709625394038
0.008823529479480972,0.0018438667868332541,0.006296332454956964,0.010922952862693352
