Starting Node,Average Spreading Ability,Node,Rank
1,4.41,1,32.0
2,5.36,2,25.0
3,3.41,3,37.0
4,7.21,4,10.0
5,4.46,5,30.0
6,4.46,6,30.0
7,10.63,7,1.0
8,6.55,8,12.0
9,7.07,9,11.0
10,3.57,10,36.0
11,5.91,11,18.0
12,6.45,12,15.0
13,8.42,13,4.0
14,5.58,14,21.0
15,9.12,15,2.0
16,6.19,16,16.0
17,6.47,17,14.0
18,7.34,18,9.0
19,6.13,19,17.0
20,7.7,20,6.0
21,8.63,21,3.0
22,2.5,22,46.0
23,5.42,23,24.0
24,4.11,24,35.0
25,7.97,25,5.0
26,4.79,26,28.0
27,7.63,27,7.0
28,5.25,28,27.0
29,5.44,29,23.0
30,5.34,30,26.0
31,4.3,31,33.0
32,4.12,32,34.0
33,4.3,33,33.0
34,1.91,34,55.0
35,2.81,35,43.0
36,3.26,36,38.0
37,2.03,37,54.0
38,5.64,38,20.0
39,4.6,39,29.0
40,2.43,40,48.0
41,4.44,41,31.0
42,5.48,42,22.0
43,6.53,43,13.0
44,3.19,44,40.0
45,2.38,45,50.0
46,3.57,46,36.0
47,3.05,47,41.0
48,3.03,48,42.0
49,7.45,49,8.0
50,1.66,50,57.0
51,2.46,51,47.0
52,5.83,52,19.0
53,3.23,53,39.0
54,2.24,54,51.0
55,2.15,55,52.0
56,1.55,56,58.0
57,1.33,57,59.0
58,2.04,58,53.0
59,1.87,59,56.0
60,2.42,60,49.0
61,2.55,61,45.0
62,2.77,62,44.0
