MDD Value,GIN Values,Laplacian Centrality,Extended Degree,Semi local centrality,Global Relative Change in Avg Degree,PageRank Centrality,GSM,Gravity Index Centrality,Second order centrality,HCC Value,Eccentricity Centrality,Local-Global Centrality,Subgraph centrality,EIGSM Values,Volume Centrality,Improved Gravity Index Values,DNC Scores,LGC Scores,EHCC Value,Eigenvector Centrality,Extended Improved Gravity Index Values,Density Centrality,Closeness Centrality,MCGM Values,Average Spreading Ability
0.19708029197080296,0.17100620524125082,0.07978723404255318,0.14488636363636365,0.09761853679467924,0.055555550177951385,0.2029877324753711,0.16759607102063212,0.055844770468528156,0.6021831026975365,0.28439797996925203,0.0,0.08715944121024516,0.009035995924302383,0.0921954635073827,0.20072992700729927,0.07060810810810811,0.1409631199652724,0.014345959457048746,0.10384416543935346,0.022431563351212155,0.05165594298525418,0.04543325527963287,0.19969047792842287,0.018721284232431037,0.22832369942196537
0.07299270072992702,0.06861981735450301,0.021276595744680854,0.04261363636363636,0.026818279339197594,0.02951388996440973,0.08240983072829032,0.06576381268940257,0.012778040700425933,0.3732959833505779,0.08168689626426878,0.0,0.025376063085991107,0.001759497811243396,0.02781280562561276,0.05839416058394162,0.016891891891891893,0.051865536916077995,0.0018566720150199442,0.03814453208300925,0.005533955991444255,0.013561052075169059,0.007962529274112243,0.08563119035226974,0.0035954660811351948,0.11127167630057808
0.7153284671532848,0.7182359570398851,0.5638297872340425,0.6477272727272727,0.5792748337266681,0.6666666698932293,0.759550750900757,0.6726875987589338,0.4029815428300994,0.9417301492519305,0.7313723752703565,0.39999999760000016,0.6243959141183613,0.19762191599259804,0.5795035362917615,0.7846715328467153,0.4388513513513514,0.6953686627991915,0.4028022046662797,0.5909995782075168,0.3220835455346225,0.43546652570949457,0.5587822014975606,0.7633810994667177,0.3287651650978308,0.7225433526011562
0.29197080291970806,0.44731299251417983,0.1728723404255319,0.3238636363636364,0.34541943788886503,0.1111111100355903,0.19201102002538073,0.4877074755566484,0.2562707051585424,0.7743676538562523,0.5747319926415538,0.39999999760000016,0.1598947730238847,0.07359667445331317,0.3003585217979114,0.7153284671532846,0.31638513513513516,0.18106629405158975,0.10208225907861976,0.2800078440399431,0.223896053190264,0.2723146747352496,0.09508196720573996,0.5554787047245507,0.13335195003225064,0.4653179190751445
0.28467153284671537,0.28653373853245584,0.14627659574468085,0.21022727272727276,0.10727311735679039,0.2222222200711806,0.41894494129719256,0.3181951752429929,0.1159488878371983,0.670560881339661,0.2690706121756032,0.39999999760000016,0.19663394517971552,0.014928206624636084,0.1367678347933754,0.24452554744525548,0.11824324324324326,0.3017925929964358,0.029756105836731106,0.13121505103770775,0.03909004125980907,0.0811658130251718,0.11147540983757143,0.3888042314506096,0.04371173236267173,0.3106936416184971
0.145985401459854,0.1596373358921595,0.047872340425531915,0.09090909090909091,0.04998927268826432,0.0,0.1570807805480781,0.18809802312019386,0.04519640321817321,0.487544474138762,0.1512359350669465,0.39999999760000016,0.05935056736775689,0.003913877661338632,0.053486877099481654,0.14233576642335766,0.05033783783783784,0.08673584877781464,0.006095940306825139,0.05394548405541044,0.019713411733264533,0.029364052275668483,0.02482435597777418,0.23272122399359552,0.013047226123274495,0.07225433526011563
0.5036496350364964,0.4954975110537683,0.3297872340425532,0.47443181818181823,0.44797253808195664,0.3888888899644098,0.4880982362453546,0.5389567651575546,0.3237103644107904,0.8532532919533329,0.7076282449732624,0.39999999760000016,0.34194314658490554,0.19684496092173284,0.42588257747888064,0.5583941605839415,0.32820945945945945,0.43291304843594186,0.1970462900747347,0.4317718579017242,0.43138218236718534,0.39908499352933674,0.25901639352405464,0.4632621457930274,0.2654814257627042,0.5823699421965318
0.3211678832116789,0.4210687357637059,0.18085106382978722,0.3153409090909091,0.3115211328041193,0.16666666989322917,0.2629169797717541,0.4845842501166917,0.2692853762423095,0.7778502526518343,0.5687073622432697,0.39999999760000016,0.1910776046749537,0.0787717905715164,0.28441866248262937,0.6496350364963503,0.2935810810810811,0.2315194212400491,0.0993778362252313,0.30282087701975635,0.2642288199125949,0.2470882015201502,0.12880562062484036,0.5077985629026694,0.1559199350139197,0.5130057803468209
0.40145985401459855,0.5147211781826777,0.2579787234042553,0.41193181818181823,0.3992705428019738,0.27777777992881947,0.39371482262714397,0.5302969126580792,0.2917652626597255,0.8421253168541435,0.6169044033691202,0.39999999760000016,0.28247005112639095,0.09344215613277353,0.3632066123002866,0.7299270072992701,0.34763513513513516,0.3088777957230519,0.1581494869025323,0.34308686059229454,0.24002880336782648,0.3030275413302226,0.1990632318704709,0.606647567821783,0.17723464053475885,0.4942196531791908
0.6277372262773723,0.7271217588322498,0.5026595744680851,0.7301136363636365,0.7826646642351427,0.5000000000000001,0.4797568388186682,0.8177471661142568,0.7690487458589682,0.9164003092678072,0.8704704528757119,1.0,0.4941536625680511,0.6855793369644702,0.7332956508095351,0.7956204379562043,0.7864864864864864,0.5713578596624806,0.4576661815276686,0.6983081869517852,0.830189942875875,0.7960191750359988,0.39016393451982384,0.7525989463695592,0.6272268186314888,0.8916184971098267
