Degree Centrality,Betweenness Centrality,Closeness Centrality,Average Spreading Ability
0.0004703668815209754,0.0,0.0009260200819516942,4.957120904178857e-05
0.0004703668815209754,0.0,0.0009260200819516942,0.000285034451990284
0.0009407337630419507,0.00043441514452751176,0.001287830820847289,0.00022307044068804827
0.006585136419139374,0.09725722871166126,0.0020573077145182657,0.0019704555594110937
0.0016462840853234135,0.008921276257211735,0.00130033274555373,0.0007807465424081692
0.013170272838278749,0.0530797457716044,0.0026305640495358448,0.005601546621722102
0.00023518344076048768,0.0,0.0009236443185292188,7.435681356268286e-05
0.00023518344076048768,0.0,0.0009236443185292188,8.674961582312999e-05
0.0004703668815209754,0.0,0.0009524504500267325,0.00011153522034402429
0.0004703668815209754,0.0,0.0009524504500267325,4.957120904178857e-05
0.003057384807732059,0.037342624772646514,0.0009794429406972673,0.0004337480791156497
0.00023518344076048768,0.0005494404223816957,0.0009260200819516942,0.00023546324294849543
0.00023518344076048768,0.0,0.0009236443185292188,8.674961582312999e-05
0.00023518344076048768,0.0,0.0009236443185292188,2.4785604520894284e-05
0.0,0.0,0.0009212738581500972,9.914241808357714e-05
0.00023518344076048768,0.0,0.0009236443185292188,4.957120904178857e-05
0.00023518344076048768,0.0,0.0009236443185292188,2.4785604520894284e-05
0.00023518344076048768,0.0,0.0009236443185292188,8.674961582312999e-05
0.0004703668815209754,5.23258075154511e-06,0.0009260200819516942,8.674961582312999e-05
0.0004703668815209754,5.23258075154511e-06,0.0009260200819516942,0.00023546324294849543
0.00023518344076048768,0.0,0.0009236443185292188,0.00029742725425073116
0.0004703668815209754,5.23258075154511e-06,0.0009260200819516942,0.00013632082486491855
0.009407337708265226,0.024938233959162007,0.0022690635386764437,0.004052446339166211
0.01810912517209471,0.037260152437601175,0.002740591593039235,0.008674961582312991
0.01622765764601081,0.018356922636568084,0.002610553015440508,0.008513855152927179
0.0324553152141759,0.11912320063342709,0.003280284966670996,0.012429980667228472
0.013640639719799725,0.027878668701757436,0.0024818587593319545,0.00491994249739751
0.015757290686644113,0.053886223713437216,0.0026848698649998156,0.009121102463689088
0.013640639719799725,0.02008993794107761,0.0026172030318060975,0.007708323005998116
0.0054092192153369365,0.03895937899525769,0.0022302479128487466,0.003507163039706538
0.00023518344076048768,2.6877737193728974e-05,0.0005414301203301106,8.674961582312999e-05
0.0,0.0,0.0005380255664970099,1.2392802260447142e-05
0.000705550322281463,0.0013750141386905308,0.0012003199994238777,0.0005081048926783323
0.0004703668815209754,0.00012983891411517024,0.000543135048768338,7.435681356268286e-05
0.000705550322281463,0.0033150783745380776,0.0012003199994238777,0.00012392802260447142
0.0004703668815209754,0.0,0.0012269015042344973,0.00021067763842760114
0.0,0.0,0.0011799907827273165,0.0003222128587716254
0.004233302011534498,0.004659333516410755,0.0017757187639563673,0.0023794180340058492
0.0004703668815209754,1.2581068473660371e-05,0.0012032499308768185,0.00014871362712536571
