Lambda,Kendall_Tau,P_Value
0.0128,0.5280567717245259,2.348363123241139e-61
0.0156,0.5498829125463163,6.156497505233768e-67
0.0185,0.5714097929318904,1.554253141586526e-72
0.0213,0.6015270138851438,2.152634513786418e-80
0.0242,0.5893193082698143,1.5307140757945027e-77
0.027,0.6028910382689098,3.1920249945744296e-81
0.0298,0.5967932226660755,9.219953667462544e-80
0.0327,0.5896256432528463,5.2202713528520575e-78
0.0355,0.5977870538082893,3.3716461597044236e-80
0.0384,0.5852548635630798,5.317356800203779e-77
