Node,Degree Centrality,Betweenness Centrality,Leverage Centrality,Isolating Centrality,GSM,H-GSM_1,Local-Global Centrality,PageRank Centrality,Coreness Centrality,Extended Coreness,Global Relative Change in Avg Degree,Global Relative Change in Avg Clustering,Clustering Coefficient,DIL Centrality,I-GSM Values,Clustered Local Degree,Gravity Index Centrality,Gravity Model Centrality,Local Gravity Model Centrality,Laplacian Centrality,Closeness Centrality,Semi local centrality,Eccentricity Centrality,Density Centrality,MDD Value,EHCC Value,HCC Value,P Value,Extended Degree,Eigenvector Centrality,CLC Values,Centrality Values,Constraint Coefficients,HVGc Index,PE Values,H Values,Volume Centrality,GIN Values,LGC Scores,DNC Scores,EIGSM Values,Societal Capital Scores,Improved Gravity Index Values,Extended Improved Gravity Index Values,Node H-Index,MCGM Values,GGC Values,Subgraph centrality,Second order centrality,K-Shell Value
1,0.001926782,0.001635136,-0.3,0,196.5846137,109.7898668,0.372338252,0.000666655,4,20,0.000570652,0.000963391,0,3.375,60.15089098,10,16,120.0704324,20,26,7.02E-05,168,0.023255814,2.545454545,2,3.587804878,0.96601626,101,5.2,0.109500067,168,24.905,-0.5,194.0898111,0.027057687,0.438000267,45,304.2037198,7527,2,147.5805335,12,37.5,128,2,3.452994693,36.59365377,2.757290739,-5338.774611,2
2,0.007707129,0.18428783,0.34005994,0,232.825789,130.8614653,1.759447137,0.002215271,16,64,0.005172783,0.007757809,0,122.8282828,98.52198245,33,52,782.1304369,264,138,7.56E-05,552,0.023809524,33.72727273,5.6,13.65414634,1.966666667,145,18,0.365131882,552,99.42,-0.125,3395.848081,0.109719143,5.842110112,107,361.8230956,101430,8.2,601.5871776,41,103,512,5,26.49933541,382.1780551,11.79132208,-3892.500645,2
3,0.001926782,5.58E-05,-0.166666667,0,180.9318507,101.1534315,0.342139795,0.000675081,4,12,0.000570652,0.000963391,0,3.25,49.05855107,6,12,97.92841546,12,18,6.61E-05,102,0.022727273,1.909090909,2,3.146504065,0.655121951,69,3.6,0.07401432,102,19.785,-0.5,101.8971508,0.023193216,0.296057279,32,278.2004569,3411,2,129.9737732,8,25,103,2,2.03513327,24.72425112,2.467314138,-5500.167202,2
4,0.004816956,0.122849431,0.061782662,0,213.2507593,119.6081258,1.009271356,0.001444375,10,48,0.002871718,0.000963391,0.1,31.23896104,80.29053716,26.4,35,399.5254082,120,78,7.23E-05,364,0.023255814,13.92045455,3.8,8.485203252,1.63398374,139,12.6,0.201648595,329.3608202,58.70428571,-0.2352,1425.904603,0.060437942,2.016485949,77,330.8539063,41145,5.566666667,351.1209275,29,74.5,299.5,4,11.08891697,130.7690403,7.386310744,-4375.086407,2
5,0.002890173,0.010025397,-0.246753247,0,200.8602965,112.3295666,0.570407118,0.000919646,6,32,0.001337674,0.000963391,0,10.91111111,66.82820182,16,23,199.9065628,48,44,7.05E-05,238,0.023255814,5.488636364,3,5.679349593,1.423414634,144,8.2,0.151574731,238,37.68857143,-0.333333333,596.1540504,0.041838477,0.909448385,56,310.8876917,16214,3,219.7589615,19,52,186.5,3,5.894034232,76.64048065,4.143081385,-4648.214365,2
6,0.005780347,0.029580089,0.300793651,6,208.2703162,117.7115433,1.18387888,0.001951992,10,42,0.003638739,0.000963391,0,50.64285714,75.18374587,22,34,448.5049634,132,86,7.16E-05,317,0.023255814,18.61363636,4.5,7.552682927,1.476260163,119,12.4,0.176090144,317,56.03857143,-0.166666667,1238.402764,0.064916079,1.760901443,69,321.6985896,39904,6,364.0259615,28,67.5,252.25,3,10.51148764,195.9488423,7.261856924,-4610.493879,2
7,0.004816956,0.05008853,0.078449328,0,219.9524648,122.8039756,1.040692071,0.001420638,10,48,0.002871718,0.010427045,0,40.17229437,87.86330155,24,38,437.2074551,120,78,7.18E-05,397,0.023255814,15.11363636,4.1,8.618211382,1.660650407,143,12.6,0.23626122,397,64.75785714,-0.2,1639.098968,0.06963964,2.362612201,97,343.7696965,48594,5.214285714,376.4331005,29,84.5,328.5,3,13.90260811,193.3297405,6.512469482,-4191.542897,2
8,0.004816956,0.223647946,0.134004884,0,221.195967,123.7292925,1.042180437,0.001438681,10,42,0.002871718,0.029611491,0.1,28.85800866,78.01607594,23.1,31,388.2076979,105,72,7.77E-05,318,0.024390244,12.32954545,3.8,8.686178862,1.594146341,144,11.4,0.204108887,287.7382989,52.95857143,-0.253611111,1120.534641,0.056956822,2.041088866,61,340.7284025,31464,5.5,350.4815545,26,62,270.5,3,9.885338996,115.3583036,7.118740648,-4136.886771,2
9,0.004816956,0.036622962,-0.012820513,0,213.9786502,119.8155443,1.015920378,0.001422193,10,52,0.002871718,0.001934022,0,45.35324675,85.97055832,27,37,427.789172,135,84,7.13E-05,430,0.023255814,15.11363636,4.1,9.526504065,1.740487805,144,13.8,0.280768476,430,67.56857143,-0.2,2055.832921,0.073853659,2.807684764,92,335.9922294,52878,5.047619048,378.9574654,32,86.5,344.5,4,15.94374326,206.5493905,7.22129533,-4220.805227,2
10,0.001926782,0.041170714,-0.514285714,0,204.6816199,114.1104912,0.387791102,0.000652228,4,25,0.000570652,0.000963391,0,3.675,67.283866,13,18.5,134.308948,26,32,7.17E-05,194,0.023255814,3.022727273,2,4.435934959,1.192520325,124,6.4,0.104396409,194,30.54428571,-0.5,291.7412473,0.033054225,0.417585634,56,317.6867279,11120,2,160.0917168,15,47.5,145.5,2,3.740520702,46.59365377,2.908413227,-5008.15094,2
