Starting Node,Average Spreading Ability,Node,Rank
55,4.91,55,12.0
57,3.15,57,22.0
32,7.32,32,2.0
37,3.06,37,23.0
46,4.24,46,17.0
43,7.61,43,1.0
36,5.26,36,10.0
62,1.39,62,40.0
35,5.93,35,6.0
42,5.27,42,9.0
44,4.97,44,11.0
45,4.66,45,16.0
52,3.74,52,18.0
58,3.15,58,22.0
48,6.22,48,5.0
39,4.76,39,14.0
38,6.45,38,4.0
31,6.5,31,3.0
67,3.65,67,19.0
66,1.48,66,38.0
40,2.66,40,27.0
68,1.81,68,33.0
41,4.8,41,13.0
47,4.74,47,15.0
61,2.21,61,29.0
63,1.49,63,37.0
50,3.3,50,21.0
53,2.79,53,25.0
70,1.75,70,35.0
49,5.72,49,7.0
33,3.53,33,20.0
71,1.36,71,41.0
72,1.43,72,39.0
56,2.83,56,24.0
51,2.51,51,28.0
34,5.5,34,8.0
54,2.73,54,26.0
69,1.94,69,31.0
60,2.09,60,30.0
64,1.54,64,36.0
65,1.84,65,32.0
59,1.8,59,34.0
