Lambda,Kendall_Tau,P_Value
0.0264,0.6188639233064532,2.3274714811019685e-115
0.0323,0.6068744132517775,1.3910193745486008e-111
0.0382,0.591869855541215,1.4860573667079207e-106
0.0441,0.567599459101918,2.0670458460774848e-98
0.0499,0.5651948223352509,8.645517300601704e-98
0.0558,0.5333566208992686,2.1929419857401387e-87
0.0617,0.5193891567135572,4.7795711484049586e-83
0.0676,0.5214520921923681,9.314802118507372e-84
0.0734,0.5090670523711832,5.9070458086200934e-80
0.0793,0.5034941594497828,2.7065917535200985e-78
