HVGc Index,Local Gravity Model Centrality,Extended Improved Gravity Index Values,GIN Values,Laplacian Centrality,MCGM Values,EIGSM Values,Global Relative Change in Avg Degree,Clustered Local Degree,Extended Coreness,DIL Centrality,Constraint Coefficients,Leverage Centrality,Extended Degree,K-Shell Value,H Values,Centrality Values,Semi local centrality,Volume Centrality,Closeness Centrality,Density Centrality,Gravity Model Centrality,I-GSM Values,Coreness Centrality,DNC Scores,Average Spreading Ability
0.35663294148902475,0.243614931237721,0.5229914098029309,0.8288008080705503,0.29523809523809524,0.35040167353146023,0.3763953692480987,0.22891566516040066,0.9999999999999999,0.7131782945736433,0.08099052811803653,0.7756997868883673,0.3828851957760353,0.6585365853658536,1.0,0.22501011762889284,0.36781026363730995,0.712491738268341,1.0,0.8715148695091386,0.17131979700220584,0.27010017388936114,0.806589395441336,0.41379310344827586,0.25028369300432496,0.6735870818915801
0.19055264167292849,0.15520628683693516,0.4488799056762675,0.646954312401942,0.20952380952380953,0.23875666145616622,0.3133274361581803,0.22891566516040066,0.5823529411764706,0.5038759689922481,0.03252068506559645,0.7943151780367641,0.6367471045200832,0.43902439024390244,1.0,0.15805042461628088,0.29339612642444257,0.5280898876404494,0.708029197080292,0.6836998669376892,0.12055837569658087,0.20056555877056195,0.577988559527512,0.3448275862068965,0.24973375252131758,0.6239907727797
0.4279753368154333,0.35952848722986247,0.6282634327101231,0.7755546480112058,0.37619047619047624,0.4219219401073136,0.49318436080753925,0.4216867488703005,0.7436974789705882,0.6976744186046511,0.23590604818742328,0.8853746920997118,0.7449514609415446,0.6646341463414632,1.0,0.359557613591422,0.4684391663472785,0.7382683410442828,0.8102189781021898,0.7714120115266245,0.281091370667353,0.39344313739854064,0.7450830079776554,0.5862068965517242,0.4775780250603531,0.5720876585928488
0.2238336651160332,0.3762278978388998,0.45949132558531247,0.6918244595518405,0.46666666666666673,0.25660180991835524,0.48222928074951515,0.6144578325802004,0.5133689839705883,0.4728682170542635,0.37580495043664364,0.9448378941311518,0.933438893825668,0.5853658536585366,0.5,0.185468375915456,0.46749102442754503,0.4487772637144745,0.7007299270072993,0.6793830970048733,0.4225888326086318,0.45414699088819765,0.6299731830776424,0.6551724137931035,0.724365898616516,0.607843137254902
0.9999999999999998,1.0,1.0000000000000002,0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999,1.0,0.8918685120588234,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.9562043795620438,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0
0.27176088267824783,0.3074656188605108,0.4588175846387064,0.7089709122793219,0.3666666666666667,0.30077249067592865,0.4420031647509676,0.4859437767736004,0.5138888888235293,0.5116279069767442,0.2016268812323909,0.9453689613173779,0.898171083583988,0.5487804878048779,0.5,0.21980292127528364,0.40401645361265487,0.550561797752809,0.7007299270072993,0.7813227046751401,0.31662436556533685,0.3818202168149523,0.6366310148286627,0.4827586206896552,0.47788049229878504,0.6908881199538639
0.0030844636779681902,0.0029469548133595285,0.09617652012801078,0.2975010305880378,0.014285714285714287,0.013406670512276527,0.049746731425418904,0.0,0.04411764705882353,0.06976744186046512,0.0,0.0,0.14145539208265984,0.036585365853658534,0.0,0.008126069915298887,0.049041060908511236,0.07468605419695967,0.22627737226277372,0.3720389554200443,0.0019035532949725391,0.01195862773876705,0.1885525918367013,0.06896551724137931,0.016333232508652026,0.12226066897347171
0.0030844636779681902,0.0029469548133595285,0.09617652012801078,0.2975010305880378,0.014285714285714287,0.013406670512276527,0.049746731425418904,0.0,0.04411764705882353,0.06976744186046512,0.0,0.0,0.14145539208265984,0.036585365853658534,0.0,0.008126069915298887,0.049041060908511236,0.07468605419695967,0.22627737226277372,0.3720389554200443,0.0019035532949725391,0.01195862773876705,0.1885525918367013,0.06896551724137931,0.016333232508652026,0.1695501730103806
0.07407993052291471,0.09135559921414538,0.23260906181573188,0.4989441948575485,0.14761904761904762,0.10364401375780781,0.21851037743027646,0.22891566516040066,0.25,0.2790697674418604,0.0823775387016207,0.8700866678973462,0.7616828814733634,0.28048780487804875,0.5,0.05660878276371462,0.20027034137720082,0.2511566424322538,0.5182481751824818,0.5406978832480263,0.09835025385542794,0.14797631192318866,0.40509703251212614,0.24137931034482757,0.2274985956795577,0.4325259515570934
0.0656639291516563,0.047151277013752456,0.28415024423109314,0.5549892389232848,0.11904761904761907,0.11697009207556776,0.17093239642183483,0.036144574010741747,0.7058823529411764,0.3565891472868217,0.0033811676337801287,0.43865085792568403,0.12358734281774936,0.298780487804878,0.5,0.06041910564717639,0.1695008570439719,0.3939193654990086,0.635036496350365,0.5985771312418875,0.031091370561660493,0.06623725164512753,0.47677608607798916,0.1724137931034483,0.064623784089928,0.4728950403690888
0.017553574814244154,0.019646365422396856,0.13525349503116055,0.3960436367754063,0.05238095238095239,0.040213159130739126,0.08809011596153393,0.036144574010741747,0.1323529411764706,0.1627906976744186,0.008593801070318216,0.5438041674358414,0.3112018629637812,0.12804878048780485,0.5,0.019617376366829323,0.07985924752124826,0.13549239920687375,0.3868613138686131,0.45732005975558976,0.018401015235254246,0.04279284431692586,0.29001588897853153,0.13793103448275862,0.0622218381359759,0.20761245674740486
0.006950904062179482,0.005893909626719056,0.12447363988546405,0.35807847640145696,0.02857142857142857,0.02280870979899559,0.06569215517428548,0.0,0.08823529411764705,0.12403100775193798,0.0,0.0,0.07072769604132995,0.07317073170731705,0.0,0.011304171323105846,0.06800609883176244,0.12161269001982815,0.3503649635036496,0.42266589931346354,0.0038071065979218737,0.0158202546795523,0.24943915718410287,0.06896551724137931,0.007777729773802505,0.3021914648212226
