Lambda,Centrality,Kendall_Tau,P_Value
0.2087,Degree_Centrality,0.4811172615642565,0.001143239896163798
0.2087,Betweenness_Centrality,-0.10331129800594864,0.4155544870020629
0.2087,PageRank_Centrality,0.15983640116183687,0.20488554843980833
0.2087,Closeness_Centrality,-0.21948821848712263,0.0819774424526859
0.2087,Eigenvector_Centrality,0.23770541711247534,0.05937870750066118
0.255,Degree_Centrality,0.3839435033993125,0.00918500093111322
0.255,Betweenness_Centrality,-0.012346959796971377,0.922217879850452
0.255,PageRank_Centrality,0.0571439281552957,0.6492419400835696
0.255,Closeness_Centrality,-0.12462014170146736,0.32169626391927153
0.255,Eigenvector_Centrality,0.21224887600538406,0.09115909735760874
0.3014,Degree_Centrality,0.45505085431754294,0.0020374558645778365
0.3014,Betweenness_Centrality,0.07621692376411714,0.5470459910432984
0.3014,PageRank_Centrality,0.1450478569990598,0.24873323259288227
0.3014,Closeness_Centrality,-0.008180113042581224,0.9481815039927295
0.3014,Eigenvector_Centrality,0.2798810761812844,0.02603858396484426
0.3478,Degree_Centrality,0.45905952020892354,0.0018936152760355392
0.3478,Betweenness_Centrality,0.22292458086296618,0.07868695300164258
0.3478,PageRank_Centrality,0.163767404610083,0.19356920607657147
0.3478,Closeness_Centrality,0.12909944487358058,0.3058557874826584
0.3478,Eigenvector_Centrality,0.3357231794506701,0.00769448374062554
0.3941,Degree_Centrality,0.36281081628020323,0.01391551517939656
0.3941,Betweenness_Centrality,0.2410102724432893,0.05688018209437316
0.3941,PageRank_Centrality,0.09601759547825085,0.44514183356485626
0.3941,Closeness_Centrality,0.24131333475614616,0.05520973688340793
0.3941,Eigenvector_Centrality,0.3370830479555615,0.007350999991070872
0.4405,Degree_Centrality,0.38701505142650694,0.00863513367584577
0.4405,Betweenness_Centrality,0.3580618341121699,0.00462839322296425
0.4405,PageRank_Centrality,0.1142878563105914,0.3629748877174611
0.4405,Closeness_Centrality,0.36977451881910806,0.0032746947384894192
0.4405,Eigenvector_Centrality,0.4449062977805166,0.00039804686819019936
0.4869,Degree_Centrality,0.25135760112986427,0.08752179115116163
0.4869,Betweenness_Centrality,0.3943037183203676,0.0017859696585825601
0.4869,PageRank_Centrality,0.0814690986166605,0.5159711484489871
0.4869,Closeness_Centrality,0.5076666250304885,5.252572182959257e-05
0.4869,Eigenvector_Centrality,0.42771276773746764,0.0006490733010528628
0.5332,Degree_Centrality,0.24547500784117665,0.09549433102385964
0.5332,Betweenness_Centrality,0.378256667329001,0.0027541691607283502
0.5332,PageRank_Centrality,0.05504727298316925,0.6610127504162432
0.5332,Closeness_Centrality,0.45103543666642376,0.00033093066847773156
0.5332,Eigenvector_Centrality,0.5280460630607717,2.593571953457914e-05
0.5796,Degree_Centrality,0.05818265467754399,0.6922068574783777
0.5796,Betweenness_Centrality,0.3138938709924358,0.012814822018969574
0.5796,PageRank_Centrality,-0.11597637677930424,0.3546981153362304
0.5796,Closeness_Centrality,0.43179428311842916,0.0005758953366110974
0.5796,Eigenvector_Centrality,0.43338540796476843,0.0005431858162094848
0.626,Degree_Centrality,0.16229898410051746,0.2694862024641894
0.626,Betweenness_Centrality,0.4410926945318543,0.00046975003569128733
0.626,PageRank_Centrality,0.04679748536708768,0.7088110239299528
0.626,Closeness_Centrality,0.5499266813300748,1.1620114132986859e-05
0.626,Eigenvector_Centrality,0.48221756660868603,0.00011899195247106454
