feature,score,rank
Eccentricity Centrality,0.0,1
Isolating Centrality,0.0006901207238804163,2
Local Gravity Model Centrality,0.0009286570666101612,3
MCGM Values,0.0009577452516267293,4
Gravity Model Centrality,0.0009643802785742617,5
LGC Scores,0.000966347836664827,6
GIN Values,0.0009699556863008718,7
H Values,0.0009814456375902836,8
Laplacian Centrality,0.0010100013446245892,9
I-GSM Values,0.0010208821498893794,10
Local-Global Centrality,0.001068356147496119,11
Density Centrality,0.0010957736749523939,12
Subgraph centrality,0.001105428466673164,13
Closeness Centrality,0.0011224672628953325,14
Coreness Centrality,0.0011487414938482488,15
PE Values,0.0011894431802256245,16
GSM,0.0012321997927056128,17
MDD Value,0.0012350723748436598,18
Extended Improved Gravity Index Values,0.0012421089020901999,19
CLC Values,0.0012876195285136394,20
Centrality Values,0.0012901072137715408,21
Degree Centrality,0.0012903159286539179,22
Volume Centrality,0.0012914580419352006,23
GGC Values,0.0013520252061689497,24
HVGc Index,0.0013711264512282773,25
Eigenvector Centrality,0.0013741085858484103,26
Gravity Index Centrality,0.0014144795202069016,27
Global Relative Change in Avg Degree,0.0014466610893754117,28
DNC Scores,0.0015330490732387014,29
PageRank Centrality,0.0015913830144258512,30
EHCC Value,0.0016931076171500248,31
Extended Coreness,0.0017118628085153187,32
Improved Gravity Index Values,0.001779585783425297,33
Extended Degree,0.0018244314213802237,34
Societal Capital Scores,0.0018307723847840185,35
Semi local centrality,0.0018436457979015275,36
EIGSM Values,0.0022355771864803753,37
Betweenness Centrality,0.0033479760803265535,38
Second order centrality,0.003373105380035657,39
HCC Value,0.0036117240432870235,40
Node H-Index,0.003657837833531352,41
Clustered Local Degree,0.0042137202322058975,42
K-Shell Value,0.004436252230558879,43
Constraint Coefficients,0.005591159442365323,44
Leverage Centrality,0.0057777576217288296,45
P Value,0.006149350203996651,46
Clustering Coefficient,0.010843766205163141,47
H-GSM_1,0.015502342525899437,48
Global Relative Change in Avg Clustering,0.018349705454361875,49
DIL Centrality,0.020762382626007048,50
